AllYrs,CountInds,Sort,SapPlot,corner,PlotID,Northing,Easting,BroaderGroup,Genus,Species,Group,Duration,Taxa4Analysis,Cover2007,Cover2008,Cover2009,Cover2010,Cover2011,Cover2012,Cover2013,Cover2014,Cover2015,Cover2016,Cover2018,Ind2007,Ind2008,Ind2009,Ind2010,Ind2011,Ind2012,Ind2013,Ind2014,Ind2015,Ind2016,Ind2018,Buds2007,Buds2008,Buds2009,Buds2010,Buds2011,Buds2012,Buds2013,Buds2014,Buds2015,Buds2016,Buds2018,Flrs2007,Flrs2008,Flrs2009,Flrs2010,Flrs2011,Flrs2012,Flrs2013,Flrs2014,Flrs2015,Flrs2016,Flrs2018,Frts2007,Frts2008,Frts2009,Frts2010,Frts2011,Frts2012,Frts2013,Frts2014,Frts2015,Frts2016,Frts2018,Densiometer2009,Densiometer2010,Densiometer2011,Densiometer2012,Densiometer2013,Densiometer2014,Densiometer2015,Densiometer2016,Densiometer2018,ResearcherID2007,ResearcherID2008,ResearcherID2009,ResearcherID2010,ResearcherID2011,ResearcherID2012,ResearcherID2013,ResearcherID2014,ResearcherID2015,ResearcherID2016,ResearcherID2018,Day2007,Day2008,Day2009,Day2010,Day2011,Day2012,Day2013,Day2014,Day2015,Day2016,Day2018,Comments2007,Comments2008,Comments2009,Comments2010,Comments2011,Comments2012,Comments2013,Comments2014,Comments2015,Comments2016,Comments2018
y,y,843,5,SW,5SW,120.8,20.8,fern,Polystichum,acrostichoides,,,Polystichum_acrostichoides,0,0,0,0,0,3,1,3,3,5,1,0,0,0,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.625,1.375,4.125,2.125,3.125,5.25,3.5,0.875,4.25,KGD,KGD,EAT_BeckyS,EAT,AmandaG,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,y,844,5,SW,5SW,120.8,20.8,herb_monocot,Prosartes,lanuginosa,,,Prosartes_lanuginosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.625,1.375,4.125,2.125,3.125,5.25,3.5,0.875,4.25,KGD,KGD,EAT_BeckyS,EAT,AmandaG,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,n,845,5,SW,5SW,120.8,20.8,herb_dicot,Sanicula,sp,,,Sanicula_sp,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.625,1.375,4.125,2.125,3.125,5.25,3.5,0.875,4.25,KGD,KGD,EAT_BeckyS,EAT,AmandaG,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,n,846,5,SW,5SW,120.8,20.8,herb_dicot,Sedum,ternatum,,,Sedum_ternatum,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,5.625,1.375,4.125,2.125,3.125,5.25,3.5,0.875,4.25,KGD,KGD,EAT_BeckyS,EAT,AmandaG,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,y,847,5,SW,5SW,120.8,20.8,herb_dicot,Senecio,sp,,,Senecio_sp,999,4,6,4,1,5,2,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.625,1.375,4.125,2.125,3.125,5.25,3.5,0.875,4.25,KGD,KGD,EAT_BeckyS,EAT,AmandaG,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,drawing in small Rite in Rain notebook,photo,,,sap #87 in plot,EAT did densiometer reading,,,,,deted as Solidago flexicaulis
y,y,848,5,SW,5SW,120.8,20.8,herb_monocot,Smilacina,racemosa,,,Smilacina_racemosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.625,1.375,4.125,2.125,3.125,5.25,3.5,0.875,4.25,KGD,KGD,EAT_BeckyS,EAT,AmandaG,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,n,849,5,SW,5SW,120.8,20.8,herb_dicot,Stellaria,corei,,,Stellaria_corei,999,2,5,2,0,6,4,0,9,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-99,0,0,-99,0,0,0,0,0,0,0,-99,0,0,-99,0,0,0,0,1,0,0,-99,0,0,-99,0,0,0,5.625,1.375,4.125,2.125,3.125,5.25,3.5,0.875,4.25,KGD,KGD,EAT_BeckyS,EAT,AmandaG,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,sap #87 in plot,EAT did densiometer reading,,,,,
y,n,850,5,SW,5SW,120.8,20.8,herb_dicot,Tiarella,cordifolia,,,Tiarella_cordifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.625,1.375,4.125,2.125,3.125,5.25,3.5,0.875,4.25,KGD,KGD,EAT_BeckyS,EAT,AmandaG,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,n,851,5,SW,5SW,120.8,20.8,herb_dicot,Tiarella.Mitella,sp,,,Tiarella.Mitella,999,0.5,0,3,0.5,1,2,0,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.625,1.375,4.125,2.125,3.125,5.25,3.5,0.875,4.25,KGD,KGD,EAT_BeckyS,EAT,AmandaG,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,could be Mitella of 2008,,,,sap #87 in plot,EAT did densiometer reading,,,,,
y,y,852,5,SW,5SW,120.8,20.8,herb_monocot,Trillium,erectum,,,Trillium_erectum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.625,1.375,4.125,2.125,3.125,5.25,3.5,0.875,4.25,KGD,KGD,EAT_BeckyS,EAT,AmandaG,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,EAT did densiometer reading,,,,,
y,y,853,5,SW,5SW,120.8,20.8,herb_monocot,Trillium,luteum,,,Trillium_luteum,0,1,3,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-99,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,0,1,1,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,-99,-99,-99,-99,-99,5.625,1.375,4.125,2.125,3.125,5.25,3.5,0.875,4.25,KGD,KGD,EAT_BeckyS,EAT,AmandaG,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,sap #87 in plot,EAT did densiometer reading,,,,,
y,n,854,5,SW,5SW,120.8,20.8,herb_dicot,Viola,canadensis,,,Viola_canadensis,999,2,8,2,2,3,0.5,2,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,5.625,1.375,4.125,2.125,3.125,5.25,3.5,0.875,4.25,KGD,KGD,EAT_BeckyS,EAT,AmandaG,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,sap #87 in plot,EAT did densiometer reading,,,,,
y,y,855,5,SW,5SW,120.8,20.8,herb_dicot,Indet,sp,,,Zunknown,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,5.625,1.375,4.125,2.125,3.125,5.25,3.5,0.875,4.25,KGD,KGD,EAT_BeckyS,EAT,AmandaG,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,"dicot seedling with two palmately lobed cotyledons; amanda drew photo of this, looks just like the unknown dicot seedling from SP2 NE; Amanda wrote a general comment for this plot: ""herb plot photo looks like SP1 instead of SP4""… I'm not understanding what she meant; EAT did densiometer reading; EAT did densiometer reading; EAT did densiometer reading",,,,,
y,n,856,5,SW,5SW,120.8,20.8,ZZbare,ZZbare,ZZbare,,,ZZbare,25,20,10,30,40,8,40,38,NA,40,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.625,1.375,4.125,2.125,3.125,5.25,3.5,0.875,4.25,KGD,KGD,EAT_BeckyS,EAT,AmandaG,ALG,"KD (herb plots), ET (densiometer)",EAT,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,sap #87 in plot,EAT did densiometer reading,,,,,
n,y,857,6,NE,6NE,154.2,29.2,herb_dicot,Actaea,racemosa,,,Actaea_racemosa,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,3.75,3.875,1.875,5.375,5.75,4.125,2.5,5.75,NA,NA,NA,EAT,AmandaG,EAT,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,y,858,6,NE,6NE,154.2,29.2,fern,Adiantum,sp,,,Adiantum_sp,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,3.875,1.875,5.375,5.75,4.125,2.5,5.75,NA,NA,NA,EAT,AmandaG,EAT,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,n,859,6,NE,6NE,154.2,29.2,herb_dicot,Anemone,acutiloba,,,Anemone_acutiloba,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,3.75,3.875,1.875,5.375,5.75,4.125,2.5,5.75,NA,NA,NA,EAT,AmandaG,EAT,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,n,860,6,NE,6NE,154.2,29.2,herb_dicot,Anemonella,thalictroides,,,Anemonella_thalictroides,1,1,1,2,3,0.5,0.5,0.5,1,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,-99,NA,NA,NA,0,0,0,0,0,0,0,-99,NA,NA,NA,1,0,0,0,0,0,0,-99,NA,3.75,3.875,1.875,5.375,5.75,4.125,2.5,5.75,NA,NA,NA,EAT,AmandaG,EAT,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,this plotwas severely trampled when attempting to find stake; 1st year of data for SP6,,,,,,,
n,y,861,6,NE,6NE,154.2,29.2,fern,Asplenium,sp,,,Asplenium_sp,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,3.875,1.875,5.375,5.75,4.125,2.5,5.75,NA,NA,NA,EAT,AmandaG,EAT,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,y,862,6,NE,6NE,154.2,29.2,fern,Botrychium,sp,,,Botrychium_sp,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,3.875,1.875,5.375,5.75,4.125,2.5,5.75,NA,NA,NA,EAT,AmandaG,EAT,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,n,863,6,NE,6NE,154.2,29.2,herb_dicot,Cardamine,concatenata,,,Cardamine_concatenata,0,0,0,0,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,0,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,0,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,0,-99,-99,-99,-99,-99,-99,NA,3.75,3.875,1.875,5.375,5.75,4.125,2.5,5.75,NA,NA,NA,EAT,AmandaG,EAT,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,this plotwas severely trampled when attempting to find stake; 1st year of data for SP6,,,,,,,
n,n,864,6,NE,6NE,154.2,29.2,herb_dicot,Cardamine,diphylla,,,Cardamine_diphylla,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,3.75,3.875,1.875,5.375,5.75,4.125,2.5,5.75,NA,NA,NA,EAT,AmandaG,EAT,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,y,865,6,NE,6NE,154.2,29.2,herb_dicot,Caulophyllum,thalictroides,,,Caulophyllum_thalictroides,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,3.75,3.875,1.875,5.375,5.75,4.125,2.5,5.75,NA,NA,NA,EAT,AmandaG,EAT,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,n,866,6,NE,6NE,154.2,29.2,herb_dicot,Claytonia,caroliniana,,,Claytonia_caroliniana,1,1,1,0,1,0,0,0.5,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,0,-99,-99,0,-99,0,0,NA,NA,NA,-99,0,-99,-99,0,-99,0,0,NA,NA,NA,-99,0,-99,-99,1,-99,1,1,NA,3.75,3.875,1.875,5.375,5.75,4.125,2.5,5.75,NA,NA,NA,EAT,AmandaG,EAT,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,this plotwas severely trampled when attempting to find stake; 1st year of data for SP6,,,,,,,
n,y,867,6,NE,6NE,154.2,29.2,fern,Cysopteris,sp,,,Cysopteris_sp,1,1,1,4,0,0,0,0,0,1,0,NA,NA,NA,3,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-99,-99,-99,-99,-99,0,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,3.875,1.875,5.375,5.75,4.125,2.5,5.75,NA,NA,NA,EAT,AmandaG,EAT,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,this plotwas severely trampled when attempting to find stake; 1st year of data for SP6; erin detted this as Asplenium in the field,,,,,,,
n,n,868,6,NE,6NE,154.2,29.2,herb_dicot,Dicentra,eximia,,,Dicentra_eximia,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,3.75,3.875,1.875,5.375,5.75,4.125,2.5,5.75,NA,NA,NA,EAT,AmandaG,EAT,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,y,869,6,NE,6NE,154.2,29.2,fern,Dryopteris,intermedia,,,Dryopteris_intermedia,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,3.875,1.875,5.375,5.75,4.125,2.5,5.75,NA,NA,NA,EAT,AmandaG,EAT,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,y,870,6,NE,6NE,154.2,29.2,fern,Dryopteris,marginalis,,,Dryopteris_marginalis,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,3.875,1.875,5.375,5.75,4.125,2.5,5.75,NA,NA,NA,EAT,AmandaG,EAT,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,n,871,6,NE,6NE,154.2,29.2,herb_dicot,Erythronium,americanum,,,Erythronium_americanum,1,1,1,0,0,0,0.5,2,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,0,0,0,-99,0,NA,NA,NA,-99,-99,-99,0,0,0,-99,0,NA,NA,NA,-99,-99,-99,0,0,0,-99,1,NA,3.75,3.875,1.875,5.375,5.75,4.125,2.5,5.75,NA,NA,NA,EAT,AmandaG,EAT,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,n,872,6,NE,6NE,154.2,29.2,herb_dicot,Galium,bigleaves,,,Galium_bigleaves,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,3.75,3.875,1.875,5.375,5.75,4.125,2.5,5.75,NA,NA,NA,EAT,AmandaG,EAT,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,n,873,6,NE,6NE,154.2,29.2,herb_dicot,Galium,triflorum,,,Galium_triflorum,1,1,1,2,1,1,0.5,0.5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,-99,0,-99,NA,NA,NA,0,0,0,1,1,-99,0,-99,NA,NA,NA,1,1,0,1,0,-99,1,-99,NA,3.75,3.875,1.875,5.375,5.75,4.125,2.5,5.75,NA,NA,NA,EAT,AmandaG,EAT,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,this plotwas severely trampled when attempting to find stake; 1st year of data for SP6,,,,,,,
n,n,874,6,NE,6NE,154.2,29.2,herb_dicot,Geranium,maculatum,,,Geranium_maculatum,4,4,4,2,0,20,0.5,0,1,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-99,0,0,-99,0,0,-99,NA,NA,NA,0,-99,0,0,-99,0,0,-99,NA,NA,NA,0,-99,0,0,-99,0,0,-99,NA,3.75,3.875,1.875,5.375,5.75,4.125,2.5,5.75,NA,NA,NA,EAT,AmandaG,EAT,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,y,875,6,NE,6NE,154.2,29.2,herb_monocot,Goodyeara,pubescens,,,Goodyeara_pubescens,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,3.75,3.875,1.875,5.375,5.75,4.125,2.5,5.75,NA,NA,NA,EAT,AmandaG,EAT,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
